Date,Year,Month,beef_qty,veal_qty,milk_lag_y0m0,milk_lag_y0m1,milk_lag_y0m2,milk_lag_y0m3,milk_lag_y0m4,milk_lag_y0m5,milk_lag_y0m6,milk_lag_y0m7,milk_lag_y0m8,milk_lag_y0m9,milk_lag_y0m10,milk_lag_y0m11,milk_lag_y0m12,milk_lag_y1m1,milk_lag_y1m2,milk_lag_y1m3,milk_lag_y1m4,milk_lag_y1m5,milk_lag_y1m6,milk_lag_y1m7,milk_lag_y1m8,milk_lag_y1m9,milk_lag_y1m10,milk_lag_y1m11,milk_lag_y1m12,milk_lag_y2m1,milk_lag_y2m2,milk_lag_y2m3,milk_lag_y2m4,milk_lag_y2m5,milk_lag_y2m6,milk_lag_y2m7,milk_lag_y2m8,milk_lag_y2m9,milk_lag_y2m10,milk_lag_y2m11,milk_lag_y2m12,milk_lag_y3m1,milk_lag_y3m2,milk_lag_y3m3,milk_lag_y3m4,milk_lag_y3m5,milk_lag_y3m6,milk_lag_y3m7,milk_lag_y3m8,milk_lag_y3m9,milk_lag_y3m10,milk_lag_y3m11,milk_lag_y3m12,milk_lag_y4m1,milk_lag_y4m2,milk_lag_y4m3,milk_lag_y4m4,milk_lag_y4m5,milk_lag_y4m6,milk_lag_y4m7,milk_lag_y4m8,milk_lag_y4m9,milk_lag_y4m10,milk_lag_y4m11,milk_lag_y4m12,milk_lag_y5m1,milk_lag_y5m2,milk_lag_y5m3,milk_lag_y5m4,milk_lag_y5m5,milk_lag_y5m6,milk_lag_y5m7,milk_lag_y5m8,milk_lag_y5m9,milk_lag_y5m10,milk_lag_y5m11,milk_lag_y5m12,milk_lag_y6m1,milk_lag_y6m2,milk_lag_y6m3,milk_lag_y6m4,milk_lag_y6m5,milk_lag_y6m6,milk_lag_y6m7,milk_lag_y6m8,milk_lag_y6m9,milk_lag_y6m10,milk_lag_y6m11,milk_lag_y6m12,milk_lag_y7m1,milk_lag_y7m2,milk_lag_y7m3,milk_lag_y7m4,milk_lag_y7m5,milk_lag_y7m6,milk_lag_y7m7,milk_lag_y7m8,milk_lag_y7m9,milk_lag_y7m10,milk_lag_y7m11,milk_lag_y7m12
10/1/1987,1987,10,2098,36,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619,10060
11/1/1987,1987,11,1828,32,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070,9619
12/1/1987,1987,12,1924,36,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311,10070
1/1/1988,1988,1,1946,32,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965,10311
2/1/1988,1988,2,1829,32,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931,9965
3/1/1988,1988,3,1925,33,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015,10931
4/1/1988,1988,4,1841,28,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688,11015
5/1/1988,1988,5,1918,30,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325,11688
6/1/1988,1988,6,2025,34,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063,11325
7/1/1988,1988,7,1982,31,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784,11063
8/1/1988,1988,8,2162,35,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344,10784
9/1/1988,1988,9,2041,33,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451,10344
10/1/1988,1988,10,2007,34,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044,10451
11/1/1988,1988,11,1876,33,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485,10044
12/1/1988,1988,12,1872,32,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803,10485
1/1/1989,1989,1,1899,32,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149,10803
2/1/1989,1989,2,1744,28,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519,10149
3/1/1989,1989,3,1887,31,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531,11519
4/1/1989,1989,4,1756,27,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078,11531
5/1/1989,1989,5,1999,29,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552,12078
6/1/1989,1989,6,2022,29,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361,11552
7/1/1989,1989,7,1888,27,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106,11361
8/1/1989,1989,8,2092,29,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625,11106
9/1/1989,1989,9,1913,28,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763,10625
10/1/1989,1989,10,2041,31,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393,10763
11/1/1989,1989,11,1906,28,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890,10393
12/1/1989,1989,12,1827,25,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106,10890
1/1/1990,1990,1,1932,27,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361,11106
2/1/1990,1990,2,1706,24,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700,10361
3/1/1990,1990,3,1870,28,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563,11700
4/1/1990,1990,4,1748,22,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214,11563
5/1/1990,1990,5,2007,25,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803,12214
6/1/1990,1990,6,1981,25,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656,11803
7/1/1990,1990,7,1945,25,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371,11656
8/1/1990,1990,8,2063,28,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899,11371
9/1/1990,1990,9,1815,26,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068,10899
10/1/1990,1990,10,2044,31,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635,11068
11/1/1990,1990,11,1842,28,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130,10635
12/1/1990,1990,12,1681,27,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436,11130
1/1/1991,1991,1,1970,31,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695,11436
2/1/1991,1991,2,1695,25,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020,10695
